round,command,damage,player_hp,boss_hp,winner,note
6,fight,0,20,1,,miss
7,fight,0,20,1,,miss
8,fight,6,20,0,,hit
9,end,0,20,0,player,

1,fight,13,11,22,,hit+counter
2,fight,20,5,2,,hit+counter
3,poison,2,3,2,,1 turns left
3,defend,0,3,2,,cleared 1 poison
4,fight,9,3,0,,hit
5,end,0,3,0,player,

1,fight,9,20,26,,hit
2,fight,2,20,24,,hit
3,fight,17,16,7,,hit+counter
4,fight,4,16,3,,hit
5,fight,0,16,3,,miss
6,fight,0,16,3,,miss
7,fight,16,16,0,,hit
8,end,0,16,0,player,

1,fight,10,20,25,,hit
2,fight,0,20,25,,miss
3,fight,0,20,25,,miss
4,fight,3,20,22,,hit
5,fight,11,20,11,,hit
6,fight,14,20,0,,hit
7,end,0,20,0,player,

1,fight,7,20,28,,hit
2,fight,13,14,15,,hit+counter
3,poison,2,12,15,,1 turns left
3,defend,0,12,15,,cleared 1 poison
4,fight,12,12,3,,hit
5,fight,15,12,0,,hit
6,end,0,12,0,player,

1,fight,5,20,30,,hit
2,fight,0,20,30,,miss
3,fight,12,20,18,,hit
4,fight,14,13,4,,hit+counter
5,fight,15,13,0,,hit
6,end,0,13,0,player,

1,fight,20,16,15,,hit+counter
2,fight,11,16,4,,hit
3,fight,0,16,4,,miss
4,fight,0,16,4,,miss
5,fight,0,16,4,,miss
6,fight,0,16,4,,miss
7,fight,0,16,4,,miss
8,fight,0,16,4,,miss
9,fight,1,16,3,,hit
10,fight,0,16,3,,miss
11,fight,11,16,0,,hit
12,end,0,16,0,player,

1,fight,0,20,35,,miss
2,fight,1,20,34,,hit
3,fight,0,20,34,,miss
4,fight,10,20,24,,hit
5,fight,0,20,24,,miss
6,fight,9,20,15,,hit
7,fight,14,15,1,,hit+counter
8,fight,20,15,0,,hit
9,end,0,15,0,player,

1,fight,16,12,19,,hit+counter
2,poison,2,10,19,,1 turns left
2,defend,0,10,19,,cleared 1 poison
3,fight,8,10,11,,hit
4,fight,0,10,11,,miss
5,fight,19,10,0,,hit
6,end,0,10,0,player,

1,fight,20,13,15,,hit+counter
2,poison,2,11,15,,1 turns left
2,defend,0,11,15,,cleared 1 poison
3,fight,0,11,15,,miss
4,fight,16,11,0,,hit
5,end,0,11,0,player,

1,fight,17,12,18,,hit+counter
2,poison,2,10,18,,1 turns left
2,defend,0,10,18,,cleared 1 poison
3,fight,16,5,2,,hit+counter
4,poison,2,3,2,,1 turns left
4,defend,0,3,2,,cleared 1 poison
5,fight,10,3,0,,hit
6,end,0,3,0,player,

1,fight,0,20,35,,miss
2,fight,0,20,35,,miss
3,fight,16,13,19,,hit+counter
4,fight,6,13,13,,hit
5,fight,0,13,13,,miss
6,fight,10,13,3,,hit
7,fight,15,13,0,,hit
8,end,0,13,0,player,

1,fight,0,20,35,,miss
2,fight,17,13,18,,hit+counter
3,poison,2,11,18,,1 turns left
3,defend,0,11,18,,cleared 1 poison
4,fight,11,11,7,,hit
5,fight,8,11,0,,hit
6,end,0,11,0,player,

1,fight,20,13,15,,hit+counter
2,poison,2,11,15,,1 turns left
2,defend,0,11,15,,cleared 1 poison
3,fight,4,11,11,,hit
4,fight,9,11,2,,hit
5,fight,17,11,0,,hit
6,end,0,11,0,player,

1,fight,0,20,35,,miss
2,fight,0,20,35,,miss
3,fight,13,13,22,,hit+counter
4,fight,9,13,13,,hit
5,fight,14,13,0,,hit
6,end,0,13,0,player,

1,fight,19,13,16,,hit+counter
2,poison,2,11,16,,1 turns left
2,defend,0,11,16,,cleared 1 poison
3,fight,5,11,11,,hit
4,fight,0,11,11,,miss
5,fight,0,11,11,,miss
6,fight,9,11,2,,hit
7,fight,0,11,2,,miss
8,fight,0,11,2,,miss
9,fight,0,11,2,,miss
10,fight,0,11,2,,miss
11,fight,0,11,2,,miss
12,fight,10,11,0,,hit
13,end,0,11,0,player,

1,fight,1,20,34,,hit
2,fight,5,20,29,,hit
3,fight,2,20,27,,hit
4,fight,0,20,27,,miss
5,fight,14,12,13,,hit+counter
6,poison,2,10,13,,1 turns left
6,defend,0,10,13,,cleared 1 poison
7,fight,11,10,2,,hit
8,fight,0,10,2,,miss
9,fight,0,10,2,,miss
10,fight,10,10,0,,hit
11,end,0,10,0,player,

1,fight,0,20,35,,miss
2,fight,0,20,35,,miss
3,fight,1,20,34,,hit
4,fight,1,20,33,,hit
5,fight,18,15,15,,hit+counter
6,poison,2,13,15,,1 turns left
6,defend,0,13,15,,cleared 1 poison
7,fight,0,13,15,,miss
8,fight,0,13,15,,miss
9,fight,0,13,15,,miss
10,fight,14,9,1,,hit+counter
11,poison,2,7,1,,1 turns left
11,defend,0,7,1,,cleared 1 poison
12,fight,8,7,0,,hit
13,end,0,7,0,player,

1,fight,14,13,21,,hit+counter
2,poison,2,11,21,,1 turns left
2,defend,0,11,21,,cleared 1 poison
3,fight,0,11,21,,miss
4,fight,0,11,21,,miss
5,fight,1,11,20,,hit
6,fight,17,4,3,,hit+counter
7,fight,0,4,3,,miss
8,fight,4,4,0,,hit
9,end,0,4,0,player,

1,fight,0,20,35,,miss
2,fight,3,20,32,,hit
3,fight,0,20,32,,miss
4,fight,2,20,30,,hit
5,fight,10,20,20,,hit
6,fight,14,13,6,,hit+counter
7,poison,2,11,6,,1 turns left
7,defend,0,11,6,,cleared 1 poison
8,fight,11,11,0,,hit
9,end,0,11,0,player,

1,fight,18,15,17,,hit+counter
2,poison,2,13,17,,1 turns left
2,defend,0,13,17,,cleared 1 poison
3,fight,5,13,12,,hit
4,fight,17,13,0,,hit
5,end,0,13,0,player,

1,fight,9,20,26,,hit
2,fight,13,14,13,,hit+counter
3,fight,16,14,0,,hit
4,end,0,14,0,player,

1,fight,0,20,35,,miss
2,fight,6,20,29,,hit
3,fight,13,12,16,,hit+counter
4,poison,2,10,16,,1 turns left
4,defend,0,10,16,,cleared 1 poison
5,fight,0,10,16,,miss
6,fight,3,10,13,,hit
7,fight,9,10,4,,hit
8,fight,12,10,0,,hit
9,end,0,10,0,player,

1,fight,17,15,18,,hit+counter
2,poison,2,13,18,,1 turns left
2,defend,0,13,18,,cleared 1 poison
3,fight,15,7,3,,hit+counter
4,poison,2,5,3,,1 turns left
4,defend,0,5,3,,cleared 1 poison
5,fight,20,5,0,,hit
6,end,0,5,0,player,

1,fight,18,12,17,,hit+counter
2,poison,2,10,17,,1 turns left
2,defend,0,10,17,,cleared 1 poison
3,fight,8,10,9,,hit
4,fight,0,10,9,,miss
5,fight,1,10,8,,hit
6,fight,11,10,0,,hit
7,end,0,10,0,player,

1,fight,0,20,35,,miss
2,fight,15,11,20,,hit+counter
3,poison,2,9,20,,1 turns left
3,defend,0,9,20,,cleared 1 poison
4,fight,0,9,20,,miss
5,fight,4,9,16,,hit
6,fight,0,9,16,,miss
7,fight,18,9,0,,hit
8,end,0,9,0,player,

1,fight,17,11,18,,hit+counter
2,poison,2,9,18,,1 turns left
2,defend,0,9,18,,cleared 1 poison
3,fight,7,9,11,,hit
4,fight,2,9,9,,hit
5,fight,0,9,9,,miss
6,fight,0,9,9,,miss
7,fight,0,9,9,,miss
8,fight,20,9,0,,hit
9,end,0,9,0,player,

1,fight,7,20,28,,hit
2,fight,13,16,15,,hit+counter
3,poison,2,14,15,,1 turns left
3,defend,0,14,15,,cleared 1 poison
4,fight,15,14,0,,hit
5,end,0,14,0,player,

1,fight,14,15,21,,hit+counter
2,fight,0,15,21,,miss
3,fight,2,15,19,,hit
4,fight,6,15,13,,hit
5,fight,11,15,2,,hit
6,fight,1,15,1,,hit
7,fight,0,15,1,,miss
8,fight,12,15,0,,hit
9,end,0,15,0,player,

1,fight,13,15,22,,hit+counter
2,poison,2,13,22,,1 turns left
2,defend,0,13,22,,cleared 1 poison
3,fight,4,13,18,,hit
4,fight,12,13,6,,hit
5,fight,19,13,0,,hit
6,end,0,13,0,player,

1,fight,19,14,16,,hit+counter
2,poison,2,12,16,,1 turns left
2,defend,0,12,16,,cleared 1 poison
3,fight,2,12,14,,hit
4,fight,0,12,14,,miss
5,fight,1,12,13,,hit
6,fight,13,12,0,,hit
7,end,0,12,0,player,

1,fight,2,20,33,,hit
2,fight,14,16,19,,hit+counter
3,poison,2,14,19,,1 turns left
3,defend,0,14,19,,cleared 1 poison
4,fight,8,14,11,,hit
5,fight,3,14,8,,hit
6,fight,14,14,0,,hit
7,end,0,14,0,player,

1,fight,0,20,35,,miss
2,fight,2,20,33,,hit
3,fight,5,20,28,,hit
4,fight,4,20,24,,hit
5,fight,11,20,13,,hit
6,fight,5,20,8,,hit
7,fight,6,20,2,,hit
8,fight,7,20,0,,hit
9,end,0,20,0,player,

1,fight,0,20,35,,miss
2,fight,0,20,35,,miss
3,fight,17,13,18,,hit+counter
4,poison,2,11,18,,1 turns left
4,defend,0,11,18,,cleared 1 poison
5,fight,11,11,7,,hit
6,fight,3,11,4,,hit
7,fight,0,11,4,,miss
8,fight,3,11,1,,hit
9,fight,20,11,0,,hit
10,end,0,11,0,player,

1,fight,0,20,35,,miss
2,fight,0,20,35,,miss
3,fight,10,20,25,,hit
4,fight,12,20,13,,hit
5,fight,16,20,0,,hit
6,end,0,20,0,player,

1,fight,0,20,35,,miss
2,fight,17,13,18,,hit+counter
3,poison,2,11,18,,1 turns left
3,defend,0,11,18,,cleared 1 poison
4,fight,0,11,18,,miss
5,fight,12,11,6,,hit
6,fight,10,11,0,,hit
7,end,0,11,0,player,

1,fight,10,20,25,,hit
2,fight,0,20,25,,miss
3,fight,15,12,10,,hit+counter
4,fight,14,12,0,,hit
5,end,0,12,0,player,

1,fight,13,14,22,,hit+counter
2,fight,4,14,18,,hit
3,fight,18,14,0,,hit
4,end,0,14,0,player,

1,fight,5,20,30,,hit
2,fight,13,13,17,,hit+counter
3,poison,2,11,17,,1 turns left
3,defend,0,11,17,,cleared 1 poison
4,fight,0,11,17,,miss
5,fight,20,11,0,,hit
6,end,0,11,0,player,

1,fight,0,20,35,,miss
2,fight,0,20,35,,miss
3,fight,1,20,34,,hit
4,fight,18,12,16,,hit+counter
5,poison,2,10,16,,1 turns left
5,defend,0,10,16,,cleared 1 poison
6,fight,0,10,16,,miss
7,fight,13,5,3,,hit+counter
8,fight,17,5,0,,hit
9,end,0,5,0,player,

1,fight,1,20,34,,hit
2,fight,17,14,17,,hit+counter
3,poison,2,12,17,,1 turns left
3,defend,0,12,17,,cleared 1 poison
4,fight,0,12,17,,miss
5,fight,3,12,14,,hit
6,fight,0,12,14,,miss
7,fight,2,12,12,,hit
8,fight,3,12,9,,hit
9,fight,0,12,9,,miss
10,fight,6,12,3,,hit
11,fight,0,12,3,,miss
12,fight,8,12,0,,hit
13,end,0,12,0,player,

1,fight,15,15,20,,hit+counter
2,poison,2,13,20,,1 turns left
2,defend,0,13,20,,cleared 1 poison
3,fight,15,6,5,,hit+counter
4,poison,2,4,5,,1 turns left
4,defend,0,4,5,,cleared 1 poison
5,fight,4,4,1,,hit
6,fight,12,4,0,,hit
7,end,0,4,0,player,

1,fight,13,12,22,,hit+counter
2,poison,2,10,22,,1 turns left
2,defend,0,10,22,,cleared 1 poison
3,fight,13,4,9,,hit+counter
4,poison,2,2,9,,1 turns left
4,defend,0,2,9,,cleared 1 poison
5,fight,18,2,0,,hit
6,end,0,2,0,player,

1,fight,0,20,35,,miss
2,fight,11,20,24,,hit
3,fight,0,20,24,,miss
4,fight,0,20,24,,miss
5,fight,17,15,7,,hit+counter
6,poison,2,13,7,,1 turns left
6,defend,0,13,7,,cleared 1 poison
7,fight,1,13,6,,hit
8,fight,14,13,0,,hit
9,end,0,13,0,player,

1,fight,14,14,21,,hit+counter
2,poison,2,12,21,,1 turns left
2,defend,0,12,21,,cleared 1 poison
3,fight,0,12,21,,miss
4,fight,16,3,5,,hit+counter
5,fight,2,3,3,,hit
6,fight,0,3,3,,miss
7,fight,0,3,3,,miss
8,fight,18,3,0,,hit
9,end,0,3,0,player,

1,fight,0,20,35,,miss
2,fight,19,15,16,,hit+counter
3,poison,2,13,16,,1 turns left
3,defend,0,13,16,,cleared 1 poison
4,fight,11,13,5,,hit
5,fight,18,13,0,,hit
6,end,0,13,0,player,

1,fight,7,20,28,,hit
2,fight,0,20,28,,miss
3,fight,5,20,23,,hit
4,fight,14,16,9,,hit+counter
5,poison,2,14,9,,1 turns left
5,defend,0,14,9,,cleared 1 poison
6,fight,9,14,0,,hit
7,end,0,14,0,player,

1,fight,0,20,35,,miss
2,fight,0,20,35,,miss
3,fight,20,14,15,,hit+counter
4,poison,2,12,15,,1 turns left
4,defend,0,12,15,,cleared 1 poison
5,fight,0,12,15,,miss
6,fight,0,12,15,,miss
7,fight,13,3,2,,hit+counter
8,poison,2,1,2,,1 turns left
8,defend,0,1,2,,cleared 1 poison
9,fight,8,1,0,,hit
10,end,0,1,0,player,

1,fight,20,15,15,,hit+counter
2,fight,0,15,15,,miss
3,fight,0,15,15,,miss
4,fight,4,15,11,,hit
5,fight,18,15,0,,hit
6,end,0,15,0,player,

1,fight,0,20,35,,miss
2,fight,0,20,35,,miss
3,fight,0,20,35,,miss
4,fight,16,12,19,,hit+counter
5,fight,0,12,19,,miss
6,fight,17,6,2,,hit+counter
7,poison,2,4,2,,1 turns left
7,defend,0,4,2,,cleared 1 poison
8,fight,0,4,2,,miss
9,fight,0,4,2,,miss
10,fight,3,4,0,,hit
11,end,0,4,0,player,

1,fight,16,12,19,,hit+counter
2,poison,2,10,19,,1 turns left
2,defend,0,10,19,,cleared 1 poison
3,fight,1,10,18,,hit
4,fight,5,10,13,,hit
5,fight,0,10,13,,miss
6,fight,2,10,11,,hit
7,fight,10,10,1,,hit
8,fight,2,10,0,,hit
9,end,0,10,0,player,

1,fight,20,12,15,,hit+counter
2,fight,12,12,3,,hit
3,fight,0,12,3,,miss
4,fight,6,12,0,,hit
5,end,0,12,0,player,

1,fight,6,20,29,,hit
2,fight,8,20,21,,hit
3,fight,0,20,21,,miss
4,fight,18,12,3,,hit+counter
5,poison,2,10,3,,1 turns left
5,defend,0,10,3,,cleared 1 poison
6,fight,19,10,0,,hit
7,end,0,10,0,player,

1,fight,2,20,33,,hit
2,fight,16,13,17,,hit+counter
3,fight,10,13,7,,hit
4,fight,1,13,6,,hit
5,fight,3,13,3,,hit
6,fight,0,13,3,,miss
7,fight,0,13,3,,miss
8,fight,7,13,0,,hit
9,end,0,13,0,player,

1,fight,8,20,27,,hit
2,fight,0,20,27,,miss
3,fight,0,20,27,,miss
4,fight,17,13,10,,hit+counter
5,fight,14,13,0,,hit
6,end,0,13,0,player,

1,fight,0,20,35,,miss
2,fight,15,12,20,,hit+counter
3,poison,2,10,20,,1 turns left
3,defend,0,10,20,,cleared 1 poison
4,fight,18,2,2,,hit+counter
5,poison,2,0,2,,1 turns left
5,end,0,0,2,Slime King,

1,fight,13,14,22,,hit+counter
2,fight,5,14,17,,hit
3,fight,0,14,17,,miss
4,fight,0,14,17,,miss
5,fight,20,14,0,,hit
6,end,0,14,0,player,

1,fight,14,12,21,,hit+counter
2,poison,2,10,21,,1 turns left
2,defend,0,10,21,,cleared 1 poison
3,fight,16,3,5,,hit+counter
4,poison,2,1,5,,1 turns left
4,defend,0,1,5,,cleared 1 poison
5,fight,11,1,0,,hit
6,end,0,1,0,player,

1,fight,1,20,34,,hit
2,fight,12,20,22,,hit
3,fight,12,20,10,,hit
4,fight,0,20,10,,miss
5,fight,12,20,0,,hit
6,end,0,20,0,player,

1,fight,0,20,35,,miss
2,fight,19,11,16,,hit+counter
3,poison,2,9,16,,1 turns left
3,defend,0,9,16,,cleared 1 poison
4,fight,13,0,3,,hit+counter
5,end,0,0,3,Slime King,

1,fight,7,20,28,,hit
2,fight,0,20,28,,miss
3,fight,11,20,17,,hit
4,fight,8,20,9,,hit
5,fight,0,20,9,,miss
6,fight,0,20,9,,miss
7,fight,2,20,7,,hit
8,fight,0,20,7,,miss
9,fight,8,20,0,,hit
10,end,0,20,0,player,

1,fight,0,20,35,,miss
2,fight,5,20,30,,hit
3,fight,0,20,30,,miss
4,fight,17,14,13,,hit+counter
5,poison,2,12,13,,1 turns left
5,defend,0,12,13,,cleared 1 poison
6,fight,10,12,3,,hit
7,fight,4,12,0,,hit
8,end,0,12,0,player,

1,fight,17,13,18,,hit+counter
2,fight,0,13,18,,miss
3,fight,17,8,1,,hit+counter
4,poison,2,6,1,,1 turns left
4,defend,0,6,1,,cleared 1 poison
5,fight,15,6,0,,hit
6,end,0,6,0,player,

1,fight,0,20,35,,miss
2,fight,16,12,19,,hit+counter
3,poison,2,10,19,,1 turns left
3,defend,0,10,19,,cleared 1 poison
4,fight,0,10,19,,miss
5,fight,8,10,11,,hit
6,fight,18,10,0,,hit
7,end,0,10,0,player,

1,fight,0,20,35,,miss
2,fight,4,20,31,,hit
3,fight,20,16,11,,hit+counter
4,poison,2,14,11,,1 turns left
4,defend,0,14,11,,cleared 1 poison
5,fight,0,14,11,,miss
6,fight,0,14,11,,miss
7,fight,6,14,5,,hit
8,fight,0,14,5,,miss
9,fight,0,14,5,,miss
10,fight,10,14,0,,hit
11,end,0,14,0,player,

1,fight,16,14,19,,hit+counter
2,poison,2,12,19,,1 turns left
2,defend,0,12,19,,cleared 1 poison
3,fight,0,12,19,,miss
4,fight,0,12,19,,miss
5,fight,11,12,8,,hit
6,fight,5,12,3,,hit
7,fight,20,12,0,,hit
8,end,0,12,0,player,

1,fight,0,20,35,,miss
2,fight,0,20,35,,miss
3,fight,0,20,35,,miss
4,fight,18,11,17,,hit+counter
5,poison,2,9,17,,1 turns left
5,defend,0,9,17,,cleared 1 poison
6,fight,0,9,17,,miss
7,fight,9,9,8,,hit
8,fight,0,9,8,,miss
9,fight,4,9,4,,hit
10,fight,6,9,0,,hit
11,end,0,9,0,player,

1,fight,12,20,23,,hit
2,fight,12,20,11,,hit
3,fight,2,20,9,,hit
4,fight,3,20,6,,hit
5,fight,3,20,3,,hit
6,fight,8,20,0,,hit
7,end,0,20,0,player,

1,fight,0,20,35,,miss
2,fight,16,13,19,,hit+counter
3,fight,0,13,19,,miss
4,fight,0,13,19,,miss
5,fight,4,13,15,,hit
6,fight,12,13,3,,hit
7,fight,0,13,3,,miss
8,fight,0,13,3,,miss
9,fight,8,13,0,,hit
10,end,0,13,0,player,

1,fight,0,20,35,,miss
2,fight,0,20,35,,miss
3,fight,0,20,35,,miss
4,fight,11,20,24,,hit
5,fight,19,16,5,,hit+counter
6,fight,1,16,4,,hit
7,fight,0,16,4,,miss
8,fight,2,16,2,,hit
9,fight,0,16,2,,miss
10,fight,0,16,2,,miss
11,fight,1,16,1,,hit
12,fight,19,16,0,,hit
13,end,0,16,0,player,

1,fight,2,20,33,,hit
2,fight,1,20,32,,hit
3,fight,0,20,32,,miss
4,fight,9,20,23,,hit
5,fight,2,20,21,,hit
6,fight,5,20,16,,hit
7,fight,0,20,16,,miss
8,fight,0,20,16,,miss
9,fight,14,14,2,,hit+counter
10,fight,14,14,0,,hit
11,end,0,14,0,player,

1,fight,1,20,34,,hit
2,fight,7,20,27,,hit
3,fight,0,20,27,,miss
4,fight,7,20,20,,hit
5,fight,0,20,20,,miss
6,fight,0,20,20,,miss
7,fight,13,15,7,,hit+counter
8,poison,2,13,7,,1 turns left
8,defend,0,13,7,,cleared 1 poison
9,fight,5,13,2,,hit
10,fight,2,13,0,,hit
11,end,0,13,0,player,

1,fight,7,20,28,,hit
2,fight,3,20,25,,hit
3,fight,4,20,21,,hit
4,fight,11,20,10,,hit
5,fight,0,20,10,,miss
6,fight,0,20,10,,miss
7,fight,4,20,6,,hit
8,fight,1,20,5,,hit
9,fight,14,20,0,,hit
10,end,0,20,0,player,

1,fight,0,20,35,,miss
2,fight,0,20,35,,miss
3,fight,0,20,35,,miss
4,fight,0,20,35,,miss
5,fight,0,20,35,,miss
6,fight,0,20,35,,miss
7,fight,0,20,35,,miss
8,fight,3,20,32,,hit
9,fight,1,20,31,,hit
10,fight,0,20,31,,miss
11,fight,14,15,17,,hit+counter
12,poison,2,13,17,,1 turns left
12,defend,0,13,17,,cleared 1 poison
13,fight,7,13,10,,hit
14,fight,0,13,10,,miss
15,fight,6,13,4,,hit
16,fight,20,13,0,,hit
17,end,0,13,0,player,

1,fight,18,11,17,,hit+counter
2,poison,2,9,17,,1 turns left
2,defend,0,9,17,,cleared 1 poison
3,fight,0,9,17,,miss
4,fight,16,0,1,,hit+counter
5,end,0,0,1,Slime King,

1,fight,12,20,23,,hit
2,fight,4,20,19,,hit
3,fight,12,20,7,,hit
4,fight,0,20,7,,miss
5,fight,2,20,5,,hit
6,fight,0,20,5,,miss
7,fight,0,20,5,,miss
8,fight,1,20,4,,hit
9,fight,2,20,2,,hit
10,fight,0,20,2,,miss
11,fight,19,20,0,,hit
12,end,0,20,0,player,

1,fight,7,20,28,,hit
2,fight,13,15,15,,hit+counter
3,fight,3,15,12,,hit
4,fight,15,15,0,,hit
5,end,0,15,0,player,

1,fight,1,20,34,,hit
2,fight,4,20,30,,hit
3,fight,14,16,16,,hit+counter
4,poison,2,14,16,,1 turns left
4,defend,0,14,16,,cleared 1 poison
5,fight,19,14,0,,hit
6,end,0,14,0,player,

1,fight,18,11,17,,hit+counter
2,fight,6,11,11,,hit
3,fight,7,11,4,,hit
4,fight,9,11,0,,hit
5,end,0,11,0,player,

1,fight,15,12,20,,hit+counter
2,fight,20,12,0,,hit
3,end,0,12,0,player,

1,fight,18,15,17,,hit+counter
2,fight,12,15,5,,hit
3,fight,3,15,2,,hit
4,fight,4,15,0,,hit
5,end,0,15,0,player,

1,fight,10,20,25,,hit
2,fight,7,20,18,,hit
3,fight,20,20,0,,hit
4,end,0,20,0,player,

1,fight,0,20,35,,miss
2,fight,0,20,35,,miss
3,fight,0,20,35,,miss
4,fight,8,20,27,,hit
5,fight,6,20,21,,hit
6,fight,0,20,21,,miss
7,fight,13,11,8,,hit+counter
8,fight,5,11,3,,hit
9,fight,0,11,3,,miss
10,fight,4,11,0,,hit
11,end,0,11,0,player,

1,fight,5,20,30,,hit
2,fight,14,14,16,,hit+counter
3,fight,1,14,15,,hit
4,fight,13,10,2,,hit+counter
5,poison,2,8,2,,1 turns left
5,defend,0,8,2,,cleared 1 poison
6,fight,0,8,2,,miss
7,fight,8,8,0,,hit
8,end,0,8,0,player,

1,fight,19,16,16,,hit+counter
2,poison,2,14,16,,1 turns left
2,defend,0,14,16,,cleared 1 poison
3,fight,0,14,16,,miss
4,fight,0,14,16,,miss
5,fight,0,14,16,,miss
6,fight,2,14,14,,hit
7,fight,15,14,0,,hit
8,end,0,14,0,player,

1,fight,18,14,17,,hit+counter
2,poison,2,12,17,,1 turns left
2,defend,0,12,17,,cleared 1 poison
3,fight,17,12,0,,hit
4,end,0,12,0,player,

1,fight,3,20,32,,hit
2,fight,0,20,32,,miss
3,fight,0,20,32,,miss
4,fight,11,20,21,,hit
5,fight,12,20,9,,hit
6,fight,0,20,9,,miss
7,fight,19,20,0,,hit
8,end,0,20,0,player,

1,fight,4,20,31,,hit
2,fight,2,20,29,,hit
3,fight,17,15,12,,hit+counter
4,poison,2,13,12,,1 turns left
4,defend,0,13,12,,cleared 1 poison
5,fight,0,13,12,,miss
6,fight,19,13,0,,hit
7,end,0,13,0,player,

1,fight,15,12,20,,hit+counter
2,poison,2,10,20,,1 turns left
2,defend,0,10,20,,cleared 1 poison
3,fight,0,10,20,,miss
4,fight,2,10,18,,hit
5,fight,0,10,18,,miss
6,fight,2,10,16,,hit
7,fight,20,10,0,,hit
8,end,0,10,0,player,

1,fight,14,14,21,,hit+counter
2,poison,2,12,21,,1 turns left
2,defend,0,12,21,,cleared 1 poison
3,fight,3,12,18,,hit
4,fight,18,12,0,,hit
5,end,0,12,0,player,

1,fight,1,20,34,,hit
2,fight,20,12,14,,hit+counter
3,poison,2,10,14,,1 turns left
3,defend,0,10,14,,cleared 1 poison
4,fight,0,10,14,,miss
5,fight,19,10,0,,hit
6,end,0,10,0,player,

1,fight,13,15,22,,hit+counter
2,poison,2,13,22,,1 turns left
2,defend,0,13,22,,cleared 1 poison
3,fight,4,13,18,,hit
4,fight,0,13,18,,miss
5,fight,0,13,18,,miss
6,fight,6,13,12,,hit
7,fight,20,13,0,,hit
8,end,0,13,0,player,

1,fight,0,20,35,,miss
2,fight,0,20,35,,miss
3,fight,0,20,35,,miss
4,fight,20,15,15,,hit+counter
5,poison,2,13,15,,1 turns left
5,defend,0,13,15,,cleared 1 poison
6,fight,0,13,15,,miss
7,fight,14,6,1,,hit+counter
8,fight,0,6,1,,miss
9,fight,8,6,0,,hit
10,end,0,6,0,player,

1,fight,5,20,30,,hit
2,fight,14,14,16,,hit+counter
3,poison,2,12,16,,1 turns left
3,defend,0,12,16,,cleared 1 poison
4,fight,3,12,13,,hit
5,fight,0,12,13,,miss
6,fight,14,12,0,,hit
7,end,0,12,0,player,

1,fight,8,20,27,,hit
2,fight,0,20,27,,miss
3,fight,14,11,13,,hit+counter
4,poison,2,9,13,,1 turns left
4,defend,0,9,13,,cleared 1 poison
5,fight,7,9,6,,hit
6,fight,7,9,0,,hit
7,end,0,9,0,player,

1,fight,11,20,24,,hit
2,fight,19,14,5,,hit+counter
3,fight,11,14,0,,hit
4,end,0,14,0,player,

1,fight,9,20,26,,hit
2,fight,0,20,26,,miss
3,fight,2,20,24,,hit
4,fight,19,12,5,,hit+counter
5,poison,2,10,5,,1 turns left
5,defend,0,10,5,,cleared 1 poison
6,fight,0,10,5,,miss
7,fight,0,10,5,,miss
8,fight,0,10,5,,miss
9,fight,0,10,5,,miss
10,fight,8,10,0,,hit
11,end,0,10,0,player,

1,fight,1,20,34,,hit
2,fight,3,20,31,,hit
3,fight,0,20,31,,miss
4,fight,0,20,31,,miss
5,fight,5,20,26,,hit
6,fight,0,20,26,,miss
7,fight,19,14,7,,hit+counter
8,poison,2,12,7,,1 turns left
8,defend,0,12,7,,cleared 1 poison
9,fight,9,12,0,,hit
10,end,0,12,0,player,

1,fight,12,20,23,,hit
2,fight,6,20,17,,hit
3,fight,19,20,0,,hit
4,end,0,20,0,player,

1,fight,4,20,31,,hit
2,fight,2,20,29,,hit
3,fight,5,20,24,,hit
4,fight,1,20,23,,hit
5,fight,0,20,23,,miss
6,fight,9,20,14,,hit
7,fight,14,20,0,,hit
8,end,0,20,0,player,

1,fight,0,20,35,,miss
2,fight,0,20,35,,miss
3,fight,17,14,18,,hit+counter
4,fight,7,14,11,,hit
5,fight,0,14,11,,miss
6,fight,17,14,0,,hit
7,end,0,14,0,player,

1,fight,1,20,34,,hit
2,fight,20,13,14,,hit+counter
3,poison,2,11,14,,1 turns left
3,defend,0,11,14,,cleared 1 poison
4,fight,0,11,14,,miss
5,fight,0,11,14,,miss
6,fight,7,11,7,,hit
7,fight,0,11,7,,miss
8,fight,0,11,7,,miss
9,fight,0,11,7,,miss
10,fight,11,11,0,,hit
11,end,0,11,0,player,

1,fight,0,20,35,,miss
2,fight,17,16,18,,hit+counter
3,poison,2,14,18,,1 turns left
3,defend,0,14,18,,cleared 1 poison
4,fight,7,14,11,,hit
5,fight,10,14,1,,hit
6,fight,3,14,0,,hit
7,end,0,14,0,player,

1,fight,15,15,20,,hit+counter
2,poison,2,13,20,,1 turns left
2,defend,0,13,20,,cleared 1 poison
3,fight,0,13,20,,miss
4,fight,0,13,20,,miss
5,fight,10,13,10,,hit
6,fight,20,13,0,,hit
7,end,0,13,0,player,

1,fight,6,20,29,,hit
2,fight,16,16,13,,hit+counter
3,poison,2,14,13,,1 turns left
3,defend,0,14,13,,cleared 1 poison
4,fight,16,14,0,,hit
